PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID,UnitPrice,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate,extraction_date
160,382,2012-06-13T00:00:00.000Z,3,366,41.3805,124.1415,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
160,383,2012-06-13T00:00:00.000Z,3,367,45.6540,136.9620,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
161,384,2012-06-13T00:00:00.000Z,550,530,16.0860,8847.3000,550.00,0.00,550.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
162,385,2012-06-13T00:00:00.000Z,3,4,57.0255,171.0765,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
163,386,2012-06-13T00:00:00.000Z,550,512,37.0860,20397.3000,550.00,0.00,550.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
164,387,2012-06-13T00:00:00.000Z,550,513,26.5965,14628.0750,550.00,550.00,0.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
165,388,2012-06-13T00:00:00.000Z,550,317,27.0585,14882.1750,550.00,0.00,550.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
165,389,2012-06-13T00:00:00.000Z,550,318,33.5790,18468.4500,523.00,0.00,523.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
165,390,2012-06-13T00:00:00.000Z,550,319,46.0635,25334.9250,550.00,0.00,550.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
166,391,2012-06-13T00:00:00.000Z,3,414,43.3440,130.0320,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
166,392,2012-06-13T00:00:00.000Z,3,415,39.0705,117.2115,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
166,393,2012-06-13T00:00:00.000Z,3,416,36.9705,110.9115,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
166,394,2012-06-13T00:00:00.000Z,3,417,41.2440,123.7320,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
167,395,2012-06-13T00:00:00.000Z,3,432,39.1230,117.3690,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
167,396,2012-06-13T00:00:00.000Z,3,433,43.3965,130.1895,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
167,397,2012-06-13T00:00:00.000Z,3,434,39.1230,117.3690,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
167,398,2012-06-13T00:00:00.000Z,3,435,37.0230,111.0690,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
167,399,2012-06-13T00:00:00.000Z,3,436,41.2965,123.8895,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
167,400,2012-06-13T00:00:00.000Z,3,437,37.0230,111.0690,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
168,401,2012-06-13T00:00:00.000Z,3,320,47.4705,142.4115,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
168,402,2012-06-13T00:00:00.000Z,3,321,42.7980,128.3940,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
168,403,2012-06-13T00:00:00.000Z,60,322,25.4205,1525.2300,60.00,0.00,60.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
169,404,2012-06-13T00:00:00.000Z,3,445,41.2965,123.8895,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
169,405,2012-06-13T00:00:00.000Z,3,446,37.0230,111.0690,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
169,406,2012-06-13T00:00:00.000Z,3,447,47.6805,143.0415,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
169,407,2012-06-13T00:00:00.000Z,3,448,45.5805,136.7415,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
169,408,2012-06-13T00:00:00.000Z,3,449,49.8540,149.5620,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
170,409,2012-06-13T00:00:00.000Z,550,941,62.9895,34644.2250,550.00,0.00,550.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
171,410,2012-06-13T00:00:00.000Z,60,322,26.3655,1581.9300,60.00,0.00,60.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
172,411,2012-06-13T00:00:00.000Z,3,504,48.7620,146.2860,3.00,0.00,3.00,2012-06-06T00:00:00.000Z,2025-04-24T15:32:19.678Z
173,412,2012-06-25T00:00:00.000Z,3,497,34.1880,102.5640,3.00,0.00,3.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
174,413,2012-06-25T00:00:00.000Z,3,323,50.2635,150.7905,3.00,3.00,0.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
175,414,2012-06-25T00:00:00.000Z,550,523,10.7310,5902.0500,550.00,0.00,550.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
175,415,2012-06-25T00:00:00.000Z,550,524,14.1225,7767.3750,523.00,0.00,523.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
176,416,2012-06-25T00:00:00.000Z,60,492,50.2635,3015.8100,51.00,0.00,51.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
176,417,2012-06-25T00:00:00.000Z,60,493,57.1515,3429.0900,60.00,0.00,60.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
176,418,2012-06-25T00:00:00.000Z,60,494,53.2035,3192.2100,60.00,0.00,60.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
176,419,2012-06-25T00:00:00.000Z,60,495,63.6930,3821.5800,60.00,0.00,60.00,2012-06-18T00:00:00.000Z,2025-04-24T15:32:19.678Z
177,420,2012-07-06T00:00:00.000Z,550,908,21.0945,11601.9750,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
177,421,2012-07-06T00:00:00.000Z,550,909,30.4395,16741.7250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
177,422,2012-07-06T00:00:00.000Z,550,910,40.9395,22516.7250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
177,423,2012-07-06T00:00:00.000Z,550,911,21.0945,11601.9750,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
177,424,2012-07-06T00:00:00.000Z,550,912,30.4395,16741.7250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
177,425,2012-07-06T00:00:00.000Z,550,913,40.9395,22516.7250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
178,426,2012-07-06T00:00:00.000Z,60,506,9.1980,551.8800,60.00,0.00,60.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
179,427,2012-07-06T00:00:00.000Z,550,351,5.7750,3176.2500,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
179,428,2012-07-06T00:00:00.000Z,550,352,1.1550,635.2500,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
179,429,2012-07-06T00:00:00.000Z,550,679,5.7750,3176.2500,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
180,430,2012-07-06T00:00:00.000Z,550,507,23.3940,12866.7000,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
180,431,2012-07-06T00:00:00.000Z,550,508,27.6465,15205.5750,550.00,55.00,495.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
181,432,2012-07-06T00:00:00.000Z,550,535,3.4860,1917.3000,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
182,433,2012-07-06T00:00:00.000Z,550,351,6.1950,3407.2500,550.00,82.00,468.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
182,434,2012-07-06T00:00:00.000Z,550,352,1.4700,808.5000,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
183,435,2012-07-06T00:00:00.000Z,550,507,22.1655,12191.0250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
183,436,2012-07-06T00:00:00.000Z,550,508,29.2845,16106.4750,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
184,437,2012-07-06T00:00:00.000Z,3,491,19.9815,59.9445,3.00,3.00,0.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,438,2012-07-06T00:00:00.000Z,3,341,41.1705,123.5115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,439,2012-07-06T00:00:00.000Z,3,342,39.0705,117.2115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,440,2012-07-06T00:00:00.000Z,3,343,43.3440,130.0320,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,441,2012-07-06T00:00:00.000Z,3,344,39.0705,117.2115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,442,2012-07-06T00:00:00.000Z,3,345,36.9705,110.9115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,443,2012-07-06T00:00:00.000Z,3,346,41.2440,123.7320,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,444,2012-07-06T00:00:00.000Z,3,347,36.9705,110.9115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,445,2012-07-06T00:00:00.000Z,3,348,34.8705,104.6115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
185,446,2012-07-06T00:00:00.000Z,3,349,39.1440,117.4320,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
186,447,2012-07-06T00:00:00.000Z,550,935,31.4895,17319.2250,468.00,0.00,468.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
186,448,2012-07-06T00:00:00.000Z,550,936,48.2895,26559.2250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
187,449,2012-07-06T00:00:00.000Z,3,385,41.1705,123.5115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
187,450,2012-07-06T00:00:00.000Z,3,386,45.4440,136.3320,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
187,451,2012-07-06T00:00:00.000Z,3,387,41.1705,123.5115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
187,452,2012-07-06T00:00:00.000Z,3,388,39.0705,117.2115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
187,453,2012-07-06T00:00:00.000Z,3,389,43.3440,130.0320,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
187,454,2012-07-06T00:00:00.000Z,3,390,39.0705,117.2115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
188,455,2012-07-06T00:00:00.000Z,550,484,6.8775,3782.6250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
188,456,2012-07-06T00:00:00.000Z,550,485,7.8015,4290.8250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
188,457,2012-07-06T00:00:00.000Z,550,486,8.7570,4816.3500,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
188,458,2012-07-06T00:00:00.000Z,550,487,5.8065,3193.5750,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
188,459,2012-07-06T00:00:00.000Z,550,488,8.8620,4874.1000,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
189,460,2012-07-06T00:00:00.000Z,3,402,47.4705,142.4115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
190,461,2012-07-06T00:00:00.000Z,550,510,23.0790,12693.4500,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
190,462,2012-07-06T00:00:00.000Z,550,511,29.2740,16100.7000,550.00,55.00,495.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
190,463,2012-07-06T00:00:00.000Z,550,512,34.9755,19236.5250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
191,464,2012-07-06T00:00:00.000Z,3,408,43.2705,129.8115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
191,465,2012-07-06T00:00:00.000Z,3,409,41.1705,123.5115,3.00,0.00,3.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
191,466,2012-07-06T00:00:00.000Z,550,914,21.0945,11601.9750,550.00,27.00,523.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
191,467,2012-07-06T00:00:00.000Z,550,915,30.4395,16741.7250,550.00,0.00,550.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
192,468,2012-07-06T00:00:00.000Z,550,525,2.3205,1276.2750,550.00,82.00,468.00,2012-06-29T00:00:00.000Z,2025-04-24T15:32:19.678Z
193,469,2012-07-09T00:00:00.000Z,550,526,3.6435,2003.9250,550.00,0.00,550.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
194,470,2012-07-09T00:00:00.000Z,550,908,21.0945,11601.9750,550.00,550.00,0.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
194,471,2012-07-09T00:00:00.000Z,550,909,30.4395,16741.7250,550.00,550.00,0.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
195,472,2012-07-09T00:00:00.000Z,60,356,3.6015,216.0900,60.00,0.00,60.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
195,473,2012-07-09T00:00:00.000Z,60,357,3.9795,238.7700,57.00,0.00,57.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
196,474,2012-07-09T00:00:00.000Z,550,935,31.4895,17319.2250,468.00,0.00,468.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
196,475,2012-07-09T00:00:00.000Z,550,936,48.2895,26559.2250,550.00,0.00,550.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
197,476,2012-07-09T00:00:00.000Z,550,524,12.9675,7132.1250,550.00,0.00,550.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
198,477,2012-07-09T00:00:00.000Z,550,911,21.0945,11601.9750,550.00,0.00,550.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
198,478,2012-07-09T00:00:00.000Z,550,912,30.4395,16741.7250,550.00,0.00,550.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
199,479,2012-07-09T00:00:00.000Z,550,910,40.9395,22516.7250,550.00,0.00,550.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
200,480,2012-07-09T00:00:00.000Z,550,937,62.9895,34644.2250,550.00,0.00,550.00,2012-07-02T00:00:00.000Z,2025-04-24T15:32:19.678Z
201,481,2012-08-10T00:00:00.000Z,3,468,47.5965,142.7895,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
201,482,2012-08-10T00:00:00.000Z,3,469,43.3230,129.9690,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
201,483,2012-08-10T00:00:00.000Z,3,470,41.2230,123.6690,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
201,484,2012-08-10T00:00:00.000Z,3,471,45.4965,136.4895,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
202,485,2012-08-10T00:00:00.000Z,3,462,47.6805,143.0415,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
203,486,2012-08-10T00:00:00.000Z,550,510,23.4045,12872.4750,550.00,0.00,550.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
203,487,2012-08-10T00:00:00.000Z,550,511,27.8670,15326.8500,550.00,0.00,550.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
204,488,2012-08-10T00:00:00.000Z,550,527,6.7515,3713.3250,550.00,550.00,0.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
205,489,2012-08-10T00:00:00.000Z,550,938,31.4895,17319.2250,550.00,0.00,550.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
205,490,2012-08-10T00:00:00.000Z,550,939,48.2895,26559.2250,523.00,0.00,523.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
205,491,2012-08-10T00:00:00.000Z,550,509,36.2775,19952.6250,550.00,0.00,550.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
206,492,2012-08-10T00:00:00.000Z,60,492,50.7465,3044.7900,51.00,0.00,51.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
206,493,2012-08-10T00:00:00.000Z,60,493,58.2645,3495.8700,60.00,0.00,60.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
206,494,2012-08-10T00:00:00.000Z,60,494,50.7465,3044.7900,60.00,0.00,60.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
206,495,2012-08-10T00:00:00.000Z,60,495,62.9265,3775.5900,60.00,0.00,60.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
207,496,2012-08-10T00:00:00.000Z,550,523,10.3845,5711.4750,550.00,0.00,550.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
208,497,2012-08-10T00:00:00.000Z,3,430,45.6540,136.9620,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
208,498,2012-08-10T00:00:00.000Z,3,431,41.3805,124.1415,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
208,499,2012-08-10T00:00:00.000Z,3,432,39.2805,117.8415,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
208,500,2012-08-10T00:00:00.000Z,3,433,43.5540,130.6620,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
208,501,2012-08-10T00:00:00.000Z,3,434,39.2805,117.8415,3.00,0.00,3.00,2012-08-03T00:00:00.000Z,2025-04-24T15:32:19.678Z
209,502,2012-08-14T00:00:00.000Z,3,490,12.7155,38.1465,3.00,0.00,3.00,2012-08-07T00:00:00.000Z,2025-04-24T15:32:19.678Z
209,503,2012-08-14T00:00:00.000Z,3,491,19.9395,59.8185,3.00,0.00,3.00,2012-08-07T00:00:00.000Z,2025-04-24T15:32:19.678Z
210,504,2012-08-14T00:00:00.000Z,3,528,38.1570,114.4710,3.00,0.00,3.00,2012-08-07T00:00:00.000Z,2025-04-24T15:32:19.678Z
211,505,2012-08-14T00:00:00.000Z,3,505,44.2155,132.6465,3.00,0.00,3.00,2012-08-07T00:00:00.000Z,2025-04-24T15:32:19.678Z
212,506,2012-08-14T00:00:00.000Z,550,938,31.4895,17319.2250,550.00,82.00,468.00,2012-08-07T00:00:00.000Z,2025-04-24T15:32:19.678Z
212,507,2012-08-14T00:00:00.000Z,550,939,48.2895,26559.2250,550.00,0.00,550.00,2012-08-07T00:00:00.000Z,2025-04-24T15:32:19.678Z
213,508,2012-08-29T00:00:00.000Z,60,358,6.9825,418.9500,60.00,0.00,60.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
214,509,2012-08-29T00:00:00.000Z,3,375,43.2705,129.8115,3.00,3.00,0.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
214,510,2012-08-29T00:00:00.000Z,3,376,47.5440,142.6320,3.00,3.00,0.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
215,511,2012-08-29T00:00:00.000Z,60,356,3.3810,202.8600,60.00,0.00,60.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
215,512,2012-08-29T00:00:00.000Z,60,357,4.3155,258.9300,57.00,0.00,57.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
216,513,2012-08-29T00:00:00.000Z,3,386,47.4915,142.4745,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
216,514,2012-08-29T00:00:00.000Z,3,387,43.2705,129.8115,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
216,515,2012-08-29T00:00:00.000Z,3,388,47.5440,142.6320,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
216,516,2012-08-29T00:00:00.000Z,3,389,43.2705,129.8115,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
217,517,2012-08-29T00:00:00.000Z,3,490,12.3585,37.0755,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
218,518,2012-08-29T00:00:00.000Z,550,513,39.1965,21558.0750,550.00,0.00,550.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
219,519,2012-08-29T00:00:00.000Z,3,410,36.9705,110.9115,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
219,520,2012-08-29T00:00:00.000Z,3,411,34.8705,104.6115,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
219,521,2012-08-29T00:00:00.000Z,3,412,39.1440,117.4320,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
219,522,2012-08-29T00:00:00.000Z,3,413,47.5755,142.7265,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
219,523,2012-08-29T00:00:00.000Z,3,414,45.4755,136.4265,3.00,0.00,3.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
220,524,2012-08-29T00:00:00.000Z,550,931,34.8705,19178.7750,550.00,0.00,550.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
220,525,2012-08-29T00:00:00.000Z,550,932,39.7635,21869.9250,550.00,55.00,495.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
220,526,2012-08-29T00:00:00.000Z,550,933,43.9845,24191.4750,550.00,0.00,550.00,2012-08-22T00:00:00.000Z,2025-04-24T15:32:19.678Z
221,527,2012-08-30T00:00:00.000Z,3,427,47.7540,143.2620,3.00,0.00,3.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
221,528,2012-08-30T00:00:00.000Z,3,428,43.4805,130.4415,3.00,0.00,3.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
221,529,2012-08-30T00:00:00.000Z,3,429,41.3805,124.1415,3.00,0.00,3.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
221,530,2012-08-30T00:00:00.000Z,3,430,45.6540,136.9620,3.00,0.00,3.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
222,531,2012-08-30T00:00:00.000Z,3,346,47.6490,142.9470,3.00,0.00,3.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
222,532,2012-08-30T00:00:00.000Z,3,347,43.3755,130.1265,3.00,0.00,3.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
223,533,2012-08-30T00:00:00.000Z,550,931,34.3455,18890.0250,550.00,0.00,550.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
223,534,2012-08-30T00:00:00.000Z,550,932,39.2385,21581.1750,550.00,0.00,550.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
224,535,2012-08-30T00:00:00.000Z,3,341,47.4705,142.4115,3.00,3.00,0.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
224,536,2012-08-30T00:00:00.000Z,3,342,45.3705,136.1115,3.00,3.00,0.00,2012-08-23T00:00:00.000Z,2025-04-24T15:32:19.678Z
225,537,2012-09-07T00:00:00.000Z,550,928,32.7705,18023.7750,550.00,0.00,550.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
225,538,2012-09-07T00:00:00.000Z,550,929,37.0860,20397.3000,523.00,0.00,523.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
225,539,2012-09-07T00:00:00.000Z,550,930,43.0395,23671.7250,550.00,0.00,550.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
226,540,2012-09-07T00:00:00.000Z,550,332,10.8150,5948.2500,468.00,0.00,468.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
227,541,2012-09-07T00:00:00.000Z,550,948,82.8345,45558.9750,550.00,0.00,550.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
227,542,2012-09-07T00:00:00.000Z,550,907,82.8345,45558.9750,550.00,0.00,550.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
228,543,2012-09-07T00:00:00.000Z,1250,325,0.2100,262.5000,1250.00,0.00,1250.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
228,544,2012-09-07T00:00:00.000Z,1250,326,0.2100,262.5000,1250.00,0.00,1250.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
229,545,2012-09-07T00:00:00.000Z,3,320,49.6440,148.9320,3.00,0.00,3.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
229,546,2012-09-07T00:00:00.000Z,3,321,44.3205,132.9615,3.00,0.00,3.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
229,547,2012-09-07T00:00:00.000Z,60,322,28.6965,1721.7900,60.00,0.00,60.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
230,548,2012-09-07T00:00:00.000Z,550,930,42.5145,23382.9750,550.00,0.00,550.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
230,549,2012-09-07T00:00:00.000Z,550,921,5.5860,3072.3000,550.00,55.00,495.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
231,550,2012-09-07T00:00:00.000Z,60,952,15.7395,944.3700,60.00,0.00,60.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
232,551,2012-09-07T00:00:00.000Z,550,933,43.4595,23902.7250,550.00,82.00,468.00,2012-08-31T00:00:00.000Z,2025-04-24T15:32:19.678Z
