PurchaseOrderID,RevisionNumber,Status,EmployeeID,VendorID,ShipMethodID,OrderDate,ShipDate,SubTotal,TaxAmt,Freight,TotalDue,ModifiedDate,extraction_date
450,4,4,254,1624,2,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,28297.5000,2263.8000,707.4375,31268.7375,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
451,4,4,257,1548,2,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,59.9445,4.7956,1.4986,66.2387,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
452,4,4,261,1598,4,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,234.6435,18.7715,5.8661,259.2811,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
453,4,4,251,1658,5,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
454,4,4,253,1536,4,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,247.2435,19.7795,6.1811,273.2041,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
455,4,4,255,1568,2,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,49376.2500,3950.1000,1234.4063,54560.7563,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
456,8,4,256,1648,5,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,142.4115,11.3929,3.5603,157.3647,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
457,4,4,259,1646,2,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,48030.6750,3842.4540,1200.7669,53073.8959,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
458,4,4,260,1672,4,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,51113.7480,4089.0998,1277.8437,56480.6915,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
459,4,4,258,1600,1,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,1276.2750,102.1020,31.9069,1410.2839,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
460,4,4,254,1522,1,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,2003.9250,160.3140,50.0981,2214.3371,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
461,4,4,257,1570,4,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,22516.7250,1801.3380,562.9181,24880.9811,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
462,4,4,261,1516,1,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,454.8600,36.3888,11.3715,502.6203,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
463,4,4,251,1506,5,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
464,4,4,253,1626,2,2013-08-06T00:00:00.000Z,2013-08-15T00:00:00.000Z,7132.1250,570.5700,178.3031,7880.9981,2013-08-15T00:00:00.000Z,2025-04-24T15:33:20.534Z
465,4,4,255,1542,2,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,28343.7000,2267.4960,708.5925,31319.7885,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
466,4,4,256,1610,4,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,22516.7250,1801.3380,562.9181,24880.9811,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
467,4,4,252,1638,5,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,34644.2250,2771.5380,866.1056,38281.8686,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
468,4,4,260,1582,5,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,694.1655,55.5332,17.3541,767.0528,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
469,4,4,258,1510,5,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,143.0415,11.4433,3.5760,158.0608,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
470,4,4,254,1526,2,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,28199.3250,2255.9460,704.9831,31160.2541,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
471,4,4,257,1644,1,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,3713.3250,297.0660,92.8331,4103.2241,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
472,4,4,261,1680,5,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
473,4,4,250,1584,5,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,9799.6500,783.9720,244.9913,10828.6133,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
474,4,4,253,1620,5,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,5711.4750,456.9180,142.7869,6311.1799,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
475,4,4,255,1666,4,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,1503.1800,120.2544,37.5795,1661.0139,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
476,4,4,256,1592,2,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,97.9650,7.8372,2.4491,108.2513,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
477,4,4,259,1618,4,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,114.4710,9.1577,2.8618,126.4905,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
478,4,4,260,1612,4,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,132.6465,10.6117,3.3162,146.5744,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
479,4,4,258,1586,5,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
480,4,4,254,1500,1,2013-08-07T00:00:00.000Z,2013-08-16T00:00:00.000Z,418.9500,33.5160,10.4738,462.9398,2013-08-16T00:00:00.000Z,2025-04-24T15:33:20.534Z
481,4,4,252,1656,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,566.0865,45.2869,14.1522,625.5256,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
482,4,4,261,1572,1,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,461.7900,36.9432,11.5448,510.2780,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
483,4,4,251,1562,4,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,377.0550,30.1644,9.4264,416.6458,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
484,4,4,253,1662,2,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,37.0755,2.9660,0.9269,40.9684,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
485,4,4,255,1682,4,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,21558.0750,1724.6460,538.9519,23821.6729,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
486,4,4,256,1686,4,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,507.0870,40.5670,12.6772,560.3312,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
487,4,4,259,1684,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,86220.7500,6897.6600,2155.5188,95273.9288,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
488,4,4,260,1534,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,696.5280,55.7222,17.4132,769.6634,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
489,4,4,258,1614,4,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,663.4530,53.0762,16.5863,733.1155,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
490,4,4,254,1588,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,40471.2000,3237.6960,1011.7800,44720.6760,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
491,4,4,257,1622,4,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,259.8435,20.7875,6.4961,287.1271,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
492,4,4,261,1632,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,38421.0750,3073.6860,960.5269,42455.2879,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
493,4,4,251,1608,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,5948.2500,475.8600,148.7063,6572.8163,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
494,4,4,253,1576,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,91117.9500,7289.4360,2277.9488,100685.3348,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
495,4,4,255,1590,1,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,525.0000,42.0000,13.1250,580.1250,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
496,4,4,256,1514,5,2013-08-08T00:00:00.000Z,2013-08-17T00:00:00.000Z,2003.6835,160.2947,50.0921,2214.0703,2013-08-17T00:00:00.000Z,2025-04-24T15:33:20.534Z
497,4,4,259,1498,4,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,26455.2750,2116.4220,661.3819,29233.0789,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
498,4,4,260,1674,2,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,944.3700,75.5496,23.6093,1043.5289,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
499,4,4,258,1652,4,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,51588.0750,4127.0460,1289.7019,57004.8229,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
500,4,4,254,1578,3,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,62843.5500,5027.4840,1571.0888,69442.1228,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
501,4,4,257,1538,5,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,37843.5750,3027.4860,946.0894,41817.1504,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
502,4,4,261,1556,4,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,25531.2750,2042.5020,638.2819,28212.0589,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
503,4,4,251,1554,4,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,402.7275,32.2182,10.0682,445.0139,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
504,4,4,253,1688,4,2013-08-10T00:00:00.000Z,2013-08-19T00:00:00.000Z,125.7480,10.0598,3.1437,138.9515,2013-08-19T00:00:00.000Z,2025-04-24T15:33:20.534Z
505,4,4,252,1580,5,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,150.7905,12.0632,3.7698,166.6235,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
506,4,4,256,1496,4,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,465.2865,37.2229,11.6322,514.1416,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
507,4,4,259,1494,2,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,8847.3000,707.7840,221.1825,9776.2665,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
508,4,4,260,1650,5,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,171.0765,13.6861,4.2769,189.0395,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
509,4,4,258,1654,4,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,20397.3000,1631.7840,509.9325,22539.0165,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
510,4,4,254,1664,3,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,14628.0750,1170.2460,365.7019,16164.0229,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
511,4,4,257,1678,3,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,58685.5500,4694.8440,1467.1388,64847.5328,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
512,4,4,261,1616,4,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,259.8435,20.7875,6.4961,287.1271,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
513,4,4,251,1492,4,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,402.7275,32.2182,10.0682,445.0139,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
514,4,4,253,1602,5,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,270.8055,21.6644,6.7701,299.2400,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
515,4,4,255,1540,4,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,2551.3110,204.1049,63.7828,2819.1987,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
516,4,4,252,1628,5,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,34644.2250,2771.5380,866.1056,38281.8686,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
517,4,4,259,1604,4,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,1839.5055,147.1604,45.9876,2032.6535,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
518,4,4,260,1690,5,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,146.2860,11.7029,3.6572,161.6461,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
519,4,4,258,1566,5,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,102.5640,8.2051,2.5641,113.3332,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
520,4,4,250,1698,5,2013-08-11T00:00:00.000Z,2013-08-20T00:00:00.000Z,150.7905,12.0632,3.7698,166.6235,2013-08-20T00:00:00.000Z,2025-04-24T15:33:20.534Z
521,4,4,257,1560,5,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,13669.4250,1093.5540,341.7356,15104.7146,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
522,4,4,261,1692,5,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,6756.1200,540.4896,168.9030,7465.5126,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
523,4,4,251,1696,5,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,50860.4250,4068.8340,1271.5106,56200.7696,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
524,4,4,253,1504,1,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,551.8800,44.1504,13.7970,609.8274,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
525,4,4,255,1544,1,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,6987.7500,559.0200,174.6938,7721.4638,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
526,4,4,256,1530,2,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,28072.2750,2245.7820,701.8069,31019.8639,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
527,4,4,259,1508,1,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,37312.2750,2984.9820,932.8069,41230.0639,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
528,4,4,260,1694,1,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,7623.0000,609.8400,190.5750,8423.4150,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
529,4,4,258,1624,2,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,28297.5000,2263.8000,707.4375,31268.7375,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
530,4,4,254,1548,2,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,59.9445,4.7956,1.4986,66.2387,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
531,5,4,257,1598,5,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,222.0435,17.7635,5.5511,245.3581,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
532,4,4,261,1658,5,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
533,4,4,251,1536,4,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,345.5550,27.6444,8.6389,381.8383,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
534,4,4,253,1568,2,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,15153.6000,1212.2880,378.8400,16744.7280,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
535,4,4,255,1648,5,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,142.4115,11.3929,3.5603,157.3647,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
536,4,4,256,1646,2,2013-08-12T00:00:00.000Z,2013-08-21T00:00:00.000Z,48030.6750,3842.4540,1200.7669,53073.8959,2013-08-21T00:00:00.000Z,2025-04-24T15:33:20.534Z
537,4,4,255,1530,2,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,28072.2750,2245.7820,701.8069,31019.8639,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
538,4,4,256,1508,1,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,37312.2750,2984.9820,932.8069,41230.0639,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
539,4,4,259,1694,1,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,7623.0000,609.8400,190.5750,8423.4150,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
540,4,4,260,1624,2,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,28297.5000,2263.8000,707.4375,31268.7375,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
541,4,4,259,1672,4,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,550.9665,44.0773,13.7742,608.8180,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
542,4,4,250,1600,1,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,1276.2750,102.1020,31.9069,1410.2839,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
543,4,4,258,1522,1,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,2003.9250,160.3140,50.0981,2214.3371,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
544,4,4,254,1570,2,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,28343.7000,2267.4960,708.5925,31319.7885,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
545,4,4,257,1516,1,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,454.8600,36.3888,11.3715,502.6203,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
546,4,4,261,1506,5,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
547,4,4,251,1626,2,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,7132.1250,570.5700,178.3031,7880.9981,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
548,4,4,253,1542,2,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,28343.7000,2267.4960,708.5925,31319.7885,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
549,4,4,255,1610,4,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,22516.7250,1801.3380,562.9181,24880.9811,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
550,4,4,256,1638,5,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,34644.2250,2771.5380,866.1056,38281.8686,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
551,4,4,259,1582,5,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,532.9170,42.6334,13.3229,588.8733,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
552,4,4,260,1510,5,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,143.0415,11.4433,3.5760,158.0608,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
553,4,4,250,1526,2,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,28199.3250,2255.9460,704.9831,31160.2541,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
554,4,4,254,1644,1,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,3713.3250,297.0660,92.8331,4103.2241,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
555,4,4,257,1680,4,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,19952.6250,1596.2100,498.8156,22047.6506,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
556,4,4,261,1584,5,2013-08-13T00:00:00.000Z,2013-08-22T00:00:00.000Z,13361.0400,1068.8832,334.0260,14763.9492,2013-08-22T00:00:00.000Z,2025-04-24T15:33:20.534Z
557,4,4,251,1620,5,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,5711.4750,456.9180,142.7869,6311.1799,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
558,4,4,253,1666,5,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,696.5280,55.7222,17.4132,769.6634,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
559,4,4,255,1592,2,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,97.9650,7.8372,2.4491,108.2513,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
560,4,4,256,1618,4,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,114.4710,9.1577,2.8618,126.4905,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
561,4,4,259,1612,4,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,132.6465,10.6117,3.3162,146.5744,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
562,4,4,260,1586,5,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,43878.4500,3510.2760,1096.9613,48485.6873,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
563,4,4,258,1500,1,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,418.9500,33.5160,10.4738,462.9398,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
564,4,4,254,1656,4,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,273.7035,21.8963,6.8426,302.4424,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
565,4,4,257,1572,1,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,461.7900,36.9432,11.5448,510.2780,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
566,4,4,261,1562,4,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,481.8870,38.5510,12.0472,532.4852,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
567,4,4,251,1662,2,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,37.0755,2.9660,0.9269,40.9684,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
568,4,4,253,1682,4,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,21558.0750,1724.6460,538.9519,23821.6729,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
569,4,4,255,1686,4,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,567.3780,45.3902,14.1845,626.9527,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
570,4,4,256,1684,5,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,65240.1750,5219.2140,1631.0044,72090.3934,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
571,4,4,252,1534,5,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,534.8070,42.7846,13.3702,590.9618,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
572,4,4,260,1614,4,2013-08-14T00:00:00.000Z,2013-08-23T00:00:00.000Z,136.6470,10.9318,3.4162,150.9950,2013-08-23T00:00:00.000Z,2025-04-24T15:33:20.534Z
573,4,4,258,1588,5,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,40471.2000,3237.6960,1011.7800,44720.6760,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
574,4,4,254,1622,5,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,278.5230,22.2818,6.9631,307.7679,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
575,4,4,257,1632,4,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,23671.7250,1893.7380,591.7931,26157.2561,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
576,4,4,261,1608,5,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,5948.2500,475.8600,148.7063,6572.8163,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
577,4,4,250,1576,5,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,91117.9500,7289.4360,2277.9488,100685.3348,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
578,4,4,253,1590,1,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,525.0000,42.0000,13.1250,580.1250,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
579,4,4,255,1514,5,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,2003.6835,160.2947,50.0921,2214.0703,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
580,4,4,256,1498,4,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,26455.2750,2116.4220,661.3819,29233.0789,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
581,4,4,259,1674,2,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,944.3700,75.5496,23.6093,1043.5289,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
582,4,4,260,1652,4,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,44594.5500,3567.5640,1114.8638,49276.9778,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
583,4,4,258,1578,3,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,62843.5500,5027.4840,1571.0888,69442.1228,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
584,4,4,254,1538,5,2013-08-15T00:00:00.000Z,2013-08-24T00:00:00.000Z,37843.5750,3027.4860,946.0894,41817.1504,2013-08-24T00:00:00.000Z,2025-04-24T15:33:20.534Z
